JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
Courier Driver and Courier Swing Driver,FedEx Express,,Active today,2021-07-09,$19.57 - $20.75 an hour,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cx-etYaQgsX84LniMtzcZBAFeEaF-Fo8827ew5p6i6HvTdxxwIARhpqyPVhrZ1h9QOpzK8hueh-1Pxv5r-_ppCPuxdpvNH6IRgJCkOPcqo2-tX5aoWVUO67G9H7Gg1a2WzxWsKl6iHFJ7MgzNEGFTiuC8iOng_a3zM5NNyx_FxvmMA2Zgo2M_F1LX-GqeMJduva9XdDp2EP0GTZy64JSFN7a5XCWAavz-CYJMaYyJsKrteLFACttHHmBeHcfNAHTc_S9H147GUZ9rKGF6AtfC1gP3uZ37XN-KQ3ehW0tVxj3LHx1Y_ivD159_1VqtNHbwxntTcPnKMbivVQTvdMklV-oSpCECvvBNfFIzSZgOWYC3mBblj-abwONUm1NIY3dn1hGqEyrHiQbot0ukrSxbto7tq4vT_eTeXewz7w-jMQKlP9mIWAsXNgR_ANZL6lewdWPGlFyTQDPnyXSUGIYDznivPLWAi2i1Vd8NTTndyn1tCejZTq_CVF_-2YjZULOg=&p=0&fvj=1&vjs=3
